"transaction_id","transaction_date","amount","currency_code","currency_symbol","description","category_id","category_name","is_expense","is_cancelled","is_refund","original_transaction_id","signed_amount","created_at","updated_at"
"782","19/5/2024 03:29:00","68.36","RUB","₽","Покупка Транспорт Магазин в центре #771","3","Транспорт","t","f","f",,"-68.36","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"783","14/12/2023 20:36:00","43.35","RUB","₽","Приобретение Такси Кафе вокзал #772","4","Такси","t","f","f",,"-43.35","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"784","3/10/2024 06:30:00","19406.19","TJS","ЅМ","Оплата заказа Онлайн-курсы Сайт онлайн #773","23","Онлайн-курсы","t","f","f",,"-19406.19","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"785","4/5/2024 03:00:00","1056.73","RUB","₽","Заказ Книги Супермаркет онлайн #774","22","Книги","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"786","11/10/2024 06:03:00","5824.27","RUB","₽","Оплата Подарки Филиал аэропорт #775","18","Подарки","f","f","f",,"5824.27","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"787","7/12/2024 00:04:00","22803.8","TJS","ЅМ","Оплата Аптека Ресторан возле дома #776","20","Аптека","t","f","f",,"-22803.8","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"788","3/2/2024 18:25:00","960.43","RUB","₽","Заказ Фитнес Онлайн в ТЦ #777","21","Фитнес","t","f","f",,"-960.43","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"789","7/6/2024 00:04:00","25085.62","TJS","ЅМ","Оплата Одежда и обувь Офис на рынке #778","8","Одежда и обувь","t","f","f",,"-25085.62","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"790","18/2/2024 21:49:00","515.9","TJS","ЅМ","Расход Транспорт Офис в центре #779","3","Транспорт","t","f","f",,"-515.9","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"791","21/7/2025 20:53:00","1107.75","RUB","₽","Покупка Красота и здоровье Кафе возле дома #780","11","Красота и здоровье","t","f","f",,"-1107.75","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"792","26/4/2025 21:20:00","738.24","KZT","₸","Заказ Коммунальные услуги Приложение улица #781","12","Коммунальные услуги","t","f","f",,"-738.24","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"793","1/8/2025 15:34:00","678.56","TJS","ЅМ","Расход Покупки Кафе в центре #782","7","Покупки","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"794","11/6/2025 10:27:00","1505.09","RUB","₽","Приобретение Фитнес Магазин в центре #783","21","Фитнес","t","f","f",,"-1505.09","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"795","27/10/2024 20:53:00","1688988.76","TJS","ЅМ","Оплата Зарплата Аптека в ТЦ #784","16","Зарплата","f","f","f",,"1688988.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"796","4/4/2024 10:12:00","635.16","TJS","ЅМ","Заказ Транспорт Филиал в центре #785","3","Транспорт","t","f","f",,"-635.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"797","19/8/2024 12:17:00","4125.74","RUB","₽","Оплата заказа Электроника Сайт аэропорт #786","9","Электроника","t","f","f",,"-4125.74","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"798","27/9/2024 21:35:00","646.76","RUB","₽","Оплата заказа Красота и здоровье Офис улица #787","11","Красота и здоровье","t","f","f",,"-646.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"799","20/5/2024 08:15:00","1120.84","TJS","ЅМ","Оплата заказа Продукты питания Супермаркет онлайн #788","1","Продукты питания","t","f","f",,"-1120.84","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"800","26/2/2024 22:59:00","13651369.58","USD","$","Расход Зарплата Приложение в ТЦ #789","16","Зарплата","f","f","f",,"13651369.58","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"801","28/5/2024 05:26:00","107.16","RUB","₽","Покупка Продукты питания Сайт онлайн #790","1","Продукты питания","t","f","f",,"-107.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"802","22/9/2025 14:11:00","1265.84","TJS","ЅМ","Оплата заказа Кафе и рестораны Офис в центре #791","2","Кафе и рестораны","t","f","f",,"-1265.84","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"803","16/3/2024 19:34:00","6801.18","RUB","₽","Оплата заказа Электроника Сайт в ТЦ #792","9","Электроника","t","f","f",,"-6801.18","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"804","7/6/2025 23:31:00","58666.27","RUB","₽","Покупка Фриланс Онлайн на рынке #793","17","Фриланс","f","f","f",,"58666.27","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"805","8/2/2025 20:49:00","59.23","RUB","₽","Заказ Продукты питания Супермаркет вокзал #794","1","Продукты питания","t","f","f",,"-59.23","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"806","9/10/2025 10:07:00","67.53","RUB","₽","Оплата заказа Общественный транспорт Магазин на рынке #795","5","Общественный транспорт","t","f","f",,"-67.53","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"807","11/8/2025 08:13:00","7393.47","EUR","€","Оплата заказа Такси Ресторан вокзал #796","4","Такси","t","f","f",,"-7393.47","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"808","20/10/2024 23:28:00","99.53","RUB","₽","Заказ Кафе и рестораны Ресторан возле дома #797","2","Кафе и рестораны","t","f","f",,"-99.53","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"809","26/5/2025 10:41:00","733193.04","TJS","ЅМ","Расход Фриланс Приложение онлайн #798","17","Фриланс","f","f","f",,"733193.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"810","9/10/2025 16:09:00","164853.63","RUB","₽","Расход Зарплата Сайт в ТЦ #799","16","Зарплата","f","f","f",,"164853.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"811","8/8/2025 02:18:00","221131.01","RUB","₽","Заказ Зарплата Филиал аэропорт #800","16","Зарплата","f","f","f",,"221131.01","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"812","22/12/2024 04:28:00","3130.59","RUB","₽","Приобретение Электроника Ресторан возле дома #801","9","Электроника","t","f","f",,"-3130.59","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"813","7/11/2025 21:14:00","906.76","RUB","₽","Оплата заказа Фитнес Кафе на рынке #802","21","Фитнес","t","f","f",,"-906.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"814","9/4/2024 02:58:00","17568.81","RUB","₽","Приобретение Подарки Ресторан вокзал #803","18","Подарки","f","f","f",,"17568.81","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"815","22/7/2025 17:46:00","233419.04","RUB","₽","Расход Зарплата Аптека аэропорт #804","16","Зарплата","f","f","f",,"233419.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"816","18/12/2023 23:55:00","7699.87","TJS","ЅМ","Заказ Образование Филиал на рынке #805","14","Образование","t","f","f",,"-7699.87","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"817","19/2/2025 18:12:00","12186.82","RUB","₽","Оплата заказа Подарки Офис в центре #806","18","Подарки","f","f","f",,"12186.82","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"818","10/4/2024 14:46:00","606.98","TJS","ЅМ","Оплата заказа Местные продукты Офис в ТЦ #807","26","Местные продукты","t","f","f",,"-606.98","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"819","2/3/2025 19:23:00","3070.09","RUB","₽","Оплата Коммунальные услуги Магазин улица #808","12","Коммунальные услуги","t","f","f",,"-3070.09","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"820","14/6/2024 09:18:00","61.32","RUB","₽","Заказ Транспорт Онлайн в центре #809","3","Транспорт","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"821","30/9/2025 15:51:00","6307.01","RUB","₽","Заказ Подарки Кафе на рынке #810","18","Подарки","f","f","f",,"6307.01","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"822","2/3/2024 08:44:00","2776.22","RUB","₽","Покупка Связь и интернет Сайт онлайн #811","13","Связь и интернет","t","f","f",,"-2776.22","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"823","8/6/2024 02:05:00","5245.95","TJS","ЅМ","Приобретение Такси (Таджикистан) Филиал аэропорт #812","25","Такси (Таджикистан)","t","f","f",,"-5245.95","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"824","13/10/2025 22:40:00","736.69","RUB","₽","Расход Такси (Таджикистан) Филиал вокзал #813","25","Такси (Таджикистан)","t","f","f",,"-736.69","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"825","9/3/2025 01:56:00","43.48","RUB","₽","Покупка Такси Супермаркет вокзал #814","4","Такси","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"826","23/7/2024 15:23:00","63.08","RUB","₽","Оплата заказа Такси Магазин онлайн #815","4","Такси","t","f","f",,"-63.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"827","7/7/2025 08:51:00","9623.82","TJS","ЅМ","Приобретение Красота и здоровье Супермаркет улица #816","11","Красота и здоровье","t","f","f",,"-9623.82","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"828","13/11/2024 05:31:00","129.69","RUB","₽","Расход Сувениры Онлайн возле дома #817","27","Сувениры","t","f","f",,"-129.69","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"829","12/6/2025 09:09:00","72.16","RUB","₽","Расход Транспорт Онлайн онлайн #818","3","Транспорт","t","f","f",,"-72.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"830","28/4/2025 19:55:00","113675.08","USD","$","Оплата заказа Одежда и обувь Приложение в ТЦ #819","8","Одежда и обувь","t","f","f",,"-113675.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"831","7/5/2024 12:08:00","51836.43","RUB","₽","Оплата Фриланс Кафе на рынке #820","17","Фриланс","f","f","f",,"51836.43","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"832","4/6/2024 02:36:00","2538.54","RUB","₽","Оплата заказа Онлайн-курсы Аптека возле дома #821","23","Онлайн-курсы","t","f","f",,"-2538.54","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"833","5/6/2025 02:57:00","1603.27","RUB","₽","Оплата Аренда жилья Филиал возле дома #822","24","Аренда жилья","t","f","f",,"-1603.27","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"834","26/12/2023 01:43:00","1522.45","RUB","₽","Расход Онлайн-курсы Аптека на рынке #823","23","Онлайн-курсы","t","f","f",,"-1522.45","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"835","13/3/2024 02:49:00","580.26","RUB","₽","Оплата заказа Такси (Таджикистан) Магазин вокзал #824","25","Такси (Таджикистан)","t","f","f",,"-580.26","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"836","28/3/2024 14:24:00","83.22","KZT","₸","Заказ Машина Ресторан в ТЦ #825","6","Машина","t","f","f",,"-83.22","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"837","25/11/2024 19:57:00","66.08","RUB","₽","Оплата заказа Местные продукты Супермаркет возле дома #826","26","Местные продукты","t","f","f",,"-66.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"838","3/9/2025 16:57:00","501524.61","TJS","ЅМ","Покупка Фриланс Приложение на рынке #827","17","Фриланс","f","f","f",,"501524.61","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"839","21/1/2024 17:18:00","2761.44","RUB","₽","Оплата Одежда и обувь Кафе аэропорт #828","8","Одежда и обувь","t","f","f",,"-2761.44","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"840","11/2/2025 14:22:00","9527.5","TJS","ЅМ","Приобретение Развлечения Филиал возле дома #829","10","Развлечения","t","f","f",,"-9527.5","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"841","27/1/2024 02:03:00","7241.99","RUB","₽","Заказ Подарки Ресторан вокзал #830","18","Подарки","f","f","f",,"7241.99","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"842","21/8/2025 12:44:00","2051.6","RUB","₽","Оплата заказа Одежда и обувь Офис возле дома #831","8","Одежда и обувь","t","f","f",,"-2051.6","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"843","20/12/2023 05:25:00","46.1","RUB","₽","Покупка Местные продукты Офис в ТЦ #832","26","Местные продукты","t","f","f",,"-46.1","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"845","17/8/2024 23:38:00","68.37","RUB","₽","Заказ Транспорт Супермаркет улица #834","3","Транспорт","t","f","f",,"-68.37","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"846","10/2/2025 11:02:00","810.73","RUB","₽","Расход Аренда жилья Сайт в центре #835","24","Аренда жилья","t","f","f",,"-810.73","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"847","16/12/2023 02:23:00","152273.42","EUR","€","Заказ Фитнес Офис улица #836","21","Фитнес","t","f","f",,"-152273.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"848","29/7/2024 14:36:00","1683.83","RUB","₽","Заказ Книги Аптека в ТЦ #837","22","Книги","t","f","f",,"-1683.83","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"849","16/6/2025 17:02:00","10866.03","TJS","ЅМ","Покупка Фитнес Кафе улица #838","21","Фитнес","t","f","f",,"-10866.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"850","29/7/2025 21:24:00","2181.85","RUB","₽","Покупка Образование Приложение онлайн #839","14","Образование","t","f","f",,"-2181.85","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"851","10/7/2024 11:48:00","9837.63","TJS","ЅМ","Расход Фитнес Ресторан в центре #840","21","Фитнес","t","f","f",,"-9837.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"852","3/5/2025 14:01:00","981.08","RUB","₽","Заказ Развлечения Магазин вокзал #841","10","Развлечения","t","f","f",,"-981.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"853","10/4/2024 18:47:00","503.49","RUB","₽","Расход Такси (Таджикистан) Онлайн онлайн #842","25","Такси (Таджикистан)","t","f","f",,"-503.49","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"854","7/10/2025 21:18:00","38.87","RUB","₽","Заказ Транспорт Филиал улица #843","3","Транспорт","t","f","f",,"-38.87","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"855","23/9/2024 01:46:00","15220.57","RUB","₽","Оплата заказа Подарки Сайт онлайн #844","18","Подарки","f","f","f",,"15220.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"856","26/10/2024 00:05:00","4102.43","RUB","₽","Покупка Коммунальные услуги Кафе улица #845","12","Коммунальные услуги","t","f","f",,"-4102.43","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"857","10/1/2025 01:29:00","54.84","RUB","₽","Покупка Такси Супермаркет вокзал #846","4","Такси","t","f","f",,"-54.84","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"858","15/2/2025 04:30:00","307544.15","TJS","ЅМ","Оплата заказа Фриланс Филиал в центре #847","17","Фриланс","f","f","f",,"307544.15","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"859","1/6/2024 15:46:00","1908.57","RUB","₽","Заказ Аренда жилья Ресторан аэропорт #848","24","Аренда жилья","t","f","f",,"-1908.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"860","24/2/2024 10:44:00","26179.25","TJS","ЅМ","Покупка Коммунальные услуги Офис возле дома #849","12","Коммунальные услуги","t","f","f",,"-26179.25","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"861","15/9/2025 12:52:00","4398.53","TJS","ЅМ","Заказ Машина Онлайн улица #850","6","Машина","t","f","f",,"-4398.53","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"862","10/9/2025 17:29:00","7467.98","RUB","₽","Расход Подарки Онлайн на рынке #851","18","Подарки","f","f","f",,"7467.98","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"863","1/9/2024 14:21:00","32.18","RUB","₽","Оплата Транспорт Филиал улица #852","3","Транспорт","t","f","f",,"-32.18","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"864","2/6/2025 01:06:00","58.92","RUB","₽","Приобретение Транспорт Супермаркет улица #853","3","Транспорт","t","f","f",,"-58.92","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"865","9/4/2024 22:09:00","18.23","KZT","₸","Покупка Сувениры Онлайн возле дома #854","27","Сувениры","t","f","f",,"-18.23","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"866","3/2/2024 16:23:00","126.06","RUB","₽","Расход Продукты питания Супермаркет в ТЦ #855","1","Продукты питания","t","f","f",,"-126.06","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"867","26/9/2024 18:01:00","9359.63","TJS","ЅМ","Заказ Книги Приложение возле дома #856","22","Книги","t","f","f",,"-9359.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"868","2/9/2025 06:23:00","9515.39","TJS","ЅМ","Расход Образование Приложение возле дома #857","14","Образование","t","f","f",,"-9515.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"869","24/8/2025 14:52:00","52.42","RUB","₽","Приобретение Такси Ресторан возле дома #858","4","Такси","t","f","f",,"-52.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"870","4/10/2025 20:30:00","1463.25","RUB","₽","Оплата заказа Образование Сайт вокзал #859","14","Образование","t","f","f",,"-1463.25","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"871","12/5/2025 13:18:00","78.71","RUB","₽","Покупка Кафе и рестораны Кафе в центре #860","2","Кафе и рестораны","t","f","f",,"-78.71","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"872","11/4/2025 18:36:00","1126.88","TJS","ЅМ","Оплата заказа Сувениры Кафе онлайн #861","27","Сувениры","t","f","f",,"-1126.88","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"873","25/3/2024 19:42:00","1639.07","RUB","₽","Оплата Красота и здоровье Супермаркет на рынке #862","11","Красота и здоровье","t","f","f",,"-1639.07","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"874","20/3/2025 18:40:00","36792.44","TJS","ЅМ","Приобретение Онлайн-курсы Супермаркет на рынке #863","23","Онлайн-курсы","t","f","t",,"-36792.44","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"875","5/12/2025 04:17:00","560.95","TJS","ЅМ","Оплата заказа Местные продукты Онлайн в центре #864","26","Местные продукты","t","f","f",,"-560.95","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"876","25/1/2025 20:38:00","6120.85","RUB","₽","Приобретение Электроника Онлайн в ТЦ #865","9","Электроника","t","f","f",,"-6120.85","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"877","25/4/2025 04:20:00","4807.42","RUB","₽","Оплата заказа Электроника Супермаркет улица #866","9","Электроника","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"878","29/12/2023 04:18:00","7796.96","TJS","ЅМ","Приобретение Аренда жилья Филиал на рынке #867","24","Аренда жилья","t","f","f",,"-7796.96","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"879","26/9/2024 01:35:00","10312.5","TJS","ЅМ","Заказ Красота и здоровье Приложение возле дома #868","11","Красота и здоровье","t","f","f",,"-10312.5","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"880","12/10/2025 09:03:00","84.9","KZT","₸","Оплата Такси (Таджикистан) Приложение на рынке #869","25","Такси (Таджикистан)","t","f","f",,"-84.9","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"881","28/4/2024 08:11:00","2095.95","RUB","₽","Заказ Коммунальные услуги Аптека возле дома #870","12","Коммунальные услуги","t","f","f",,"-2095.95","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"882","10/9/2025 00:36:00","14686.74","TJS","ЅМ","Оплата Фитнес Супермаркет онлайн #871","21","Фитнес","t","f","f",,"-14686.74","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"883","28/5/2025 18:02:00","2942.62","RUB","₽","Покупка Онлайн-курсы Онлайн возле дома #872","23","Онлайн-курсы","t","f","f",,"-2942.62","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"884","15/4/2024 08:09:00","2642.24","RUB","₽","Покупка Аптека Аптека в ТЦ #873","20","Аптека","t","f","f",,"-2642.24","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"885","14/6/2024 00:14:00","4267.26","RUB","₽","Приобретение Онлайн-курсы Кафе вокзал #874","23","Онлайн-курсы","t","f","f",,"-4267.26","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"886","24/7/2025 23:45:00","1020.57","TJS","ЅМ","Покупка Сувениры Офис возле дома #875","27","Сувениры","t","f","f",,"-1020.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"887","15/7/2025 15:43:00","72663.2","TJS","ЅМ","Покупка Подарки Ресторан возле дома #876","18","Подарки","f","f","f",,"72663.2","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"888","4/3/2025 16:57:00","909.3","TJS","ЅМ","Заказ Кафе и рестораны Онлайн улица #877","2","Кафе и рестораны","t","f","f",,"-909.3","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"889","12/6/2024 14:19:00","6872.64","TJS","ЅМ","Оплата Аренда жилья Онлайн на рынке #878","24","Аренда жилья","t","f","f",,"-6872.64","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"890","14/3/2025 20:47:00","422","RUB","₽","Расход Такси (Таджикистан) Супермаркет онлайн #879","25","Такси (Таджикистан)","t","f","f",,"-422","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"891","3/11/2024 22:27:00","488.63","TJS","ЅМ","Заказ Общественный транспорт Кафе онлайн #880","5","Общественный транспорт","t","f","f",,"-488.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"892","13/10/2024 00:02:00","39.6","RUB","₽","Расход Общественный транспорт Кафе возле дома #881","5","Общественный транспорт","t","f","f",,"-39.6","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"893","6/11/2025 16:31:00","60.39","RUB","₽","Расход Местные продукты Офис онлайн #882","26","Местные продукты","t","f","f",,"-60.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"894","25/3/2024 17:43:00","28.48","RUB","₽","Оплата Такси Аптека на рынке #883","4","Такси","t","f","f",,"-28.48","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"895","13/1/2024 21:08:00","4443.02","RUB","₽","Расход Коммунальные услуги Кафе возле дома #884","12","Коммунальные услуги","t","f","f",,"-4443.02","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"896","9/1/2025 03:56:00","27559.26","TJS","ЅМ","Расход Электроника Супермаркет в ТЦ #885","9","Электроника","t","f","f",,"-27559.26","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"897","26/8/2025 15:03:00","1822.8","RUB","₽","Оплата заказа Образование Приложение онлайн #886","14","Образование","t","f","f",,"-1822.8","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"898","18/3/2024 04:13:00","42633.25","EUR","€","Расход Машина Филиал улица #887","6","Машина","t","f","f",,"-42633.25","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"899","1/10/2024 15:12:00","519.18","TJS","ЅМ","Оплата заказа Местные продукты Сайт в ТЦ #888","26","Местные продукты","t","f","f",,"-519.18","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"900","1/3/2025 03:13:00","1806.14","RUB","₽","Приобретение Аренда жилья Кафе в центре #889","24","Аренда жилья","t","f","f",,"-1806.14","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"901","8/4/2025 06:57:00","28.71","RUB","₽","Оплата Такси Филиал возле дома #890","4","Такси","t","f","f",,"-28.71","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"902","2/8/2024 19:24:00","1049.79","RUB","₽","Оплата заказа Аренда жилья Магазин вокзал #891","24","Аренда жилья","t","f","f",,"-1049.79","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"903","1/1/2025 11:08:00","4145.75","RUB","₽","Заказ Путешествия Ресторан на рынке #892","15","Путешествия","t","f","f",,"-4145.75","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"904","18/3/2024 04:31:00","1037.73","RUB","₽","Покупка Аренда жилья Сайт возле дома #893","24","Аренда жилья","t","f","f",,"-1037.73","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"905","8/10/2024 08:01:00","2106.43","RUB","₽","Приобретение Связь и интернет Офис в центре #894","13","Связь и интернет","t","f","f",,"-2106.43","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"906","4/11/2024 16:18:00","5147.94","TJS","ЅМ","Оплата Развлечения Магазин онлайн #895","10","Развлечения","t","f","f",,"-5147.94","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"907","19/3/2025 16:03:00","504818.03","TJS","ЅМ","Приобретение Фриланс Супермаркет аэропорт #896","17","Фриланс","f","f","f",,"504818.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"908","18/6/2024 01:10:00","10787.11","RUB","₽","Оплата Подарки Офис в ТЦ #897","18","Подарки","f","f","f",,"10787.11","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"909","16/9/2024 00:00:00","19515.91","TJS","ЅМ","Расход Коммунальные услуги Аптека в центре #898","12","Коммунальные услуги","t","f","f",,"-19515.91","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"910","18/6/2025 19:15:00","2929.41","RUB","₽","Оплата заказа Аптека Супермаркет в ТЦ #899","20","Аптека","t","f","f",,"-2929.41","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"911","17/7/2024 09:36:00","37843.39","EUR","€","Приобретение Машина Филиал в центре #900","6","Машина","t","f","f",,"-37843.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"912","17/1/2025 05:27:00","756.89","TJS","ЅМ","Расход Покупки Ресторан онлайн #901","7","Покупки","t","f","f",,"-756.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"913","9/9/2024 12:17:00","710.32","RUB","₽","Приобретение Машина Офис в ТЦ #902","6","Машина","t","f","f",,"-710.32","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"914","22/3/2024 18:35:00","77.92","RUB","₽","Оплата заказа Продукты питания Филиал вокзал #903","1","Продукты питания","t","f","f",,"-77.92","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
